Cday,CT,bin,both_mid,both_midsep
6,7,5,0,0
6,7,6,0,0
6,7,7,0,0
6,7,8,0,0
6,7,9,0,0
6,7,10,2.000000000134605,0.9999999999308784
6,8,1,6.999999999858119,2.0000000000618456
6,8,2,0,0
6,8,3,117.0000000001055,9
6,8,4,43.00000000003274,0
6,8,5,1.9999999999308784,4
6,8,6,0,0
6,8,7,0,0
6,8,8,0,0
6,8,9,0,0
6,8,10,0,0
6,9,1,0,0
6,9,2,0,0
6,9,3,87.00000000012369,43.00000000003638
6,9,4,0,0
6,9,5,0,0
6,9,6,0,0
6,9,7,101.12500000005821,0
6,9,8,96.875,0
6,9,9,0,0
6,9,10,0,0
6,10,1,0,0
6,10,2,0,0
6,10,3,0,0
6,10,4,146.99999999998545,17.000000000116415
6,10,5,9.999999999941792,0
6,10,6,0,0
6,10,7,0,0
6,10,8,0,0
6,10,9,0,0
6,10,10,0,0
6,11,1,0,0
6,11,2,0,0
6,11,3,0,0
6,11,4,0,0
6,11,5,257.9999999999636,48.00000000016735
6,11,6,329.0000000000364,0
6,11,7,0,0
6,11,8,0,0
6,11,9,0,0
6,11,10,0,0
6,12,1,0,0
6,12,2,2.999999999992724,28.000000000043656
6,12,3,0,0
6,12,4,0,0
6,12,5,0,0
6,12,6,0,0
6,12,7,0,0
6,12,8,0,0
6,12,9,0,0
6,12,10,0,0
6,13,1,0,0
6,13,2,0,0
6,13,3,0,0
6,13,4,0,0
6,13,5,0,0
6,13,6,0,0
6,13,7,0,0
6,13,8,0,0
6,13,9,0,0
6,13,10,0,0
6,14,1,0,0
6,14,2,0,0
6,14,3,0,0
6,14,4,0,0
6,14,5,0,0
6,14,6,0,0
6,14,7,0,0
6,14,8,0,0
6,14,9,0,0
6,14,10,0,0
6,15,1,0,0
6,15,2,0,0
6,15,3,0,0
6,15,4,0,0
6,15,5,0,0
6,15,6,0,0
6,15,7,0,0
6,15,8,0,0
6,15,9,0,0
6,15,10,0,0
6,16,1,0,0
6,16,2,0,0
6,16,3,0,0
6,16,4,0,0
6,16,5,0,0
6,16,6,0,0
6,16,7,0,0
6,16,8,0,0
6,16,9,0,0
6,16,10,0,0
6,17,1,0,0
6,17,2,0,0
6,17,3,0,0
6,17,4,0,0
6,17,5,0,0
6,17,6,0,0
6,17,7,0,0
6,17,8,0,0
6,17,9,0,0
6,17,10,0,0
6,18,1,0,0
6,18,2,0,0
6,18,3,0,0
6,18,4,0,0
6,18,5,0,0
6,18,6,0,0
6,18,7,0,0
6,18,8,0,0
6,18,9,0,0
6,18,10,0,0
6,19,1,0,0
6,19,2,0,0
6,19,3,0,0
6,19,4,0,0
6,19,5,0,0
6,19,6,0,0
6,19,7,0,0
6,19,8,0,0
6,19,9,0,0
6,19,10,0,0
6,20,1,0,0
6,20,2,0,0
6,20,3,0,0
6,20,4,0,0
6,20,5,0,0
6,20,6,0,0
6,20,7,0,0
6,20,8,0,0
6,20,9,0,0
6,20,10,0,0
6,21,1,0,0
6,21,2,0,0
6,21,3,0,0
6,21,4,0,0
6,21,5,0,0
6,21,6,0,0
6,21,7,0,0
6,21,8,0,0
6,21,9,0,0
6,21,10,0,0
6,22,1,0,0
6,22,2,0,0
6,22,3,0,0
6,22,4,0,0
6,22,5,0,0
6,22,6,0,0
6,22,7,0,0
6,22,8,0,0
6,22,9,0,0
6,22,10,0,0
6,23,1,0,0
6,23,2,0,0
6,23,3,0,0
6,23,4,0,0
6,23,5,0,0
6,23,6,71.99999999992724,0
6,23,7,0,0
6,23,8,3,0
6,23,9,0,0
6,23,10,0,0
7,0,1,0,0
7,0,2,0,0
7,0,3,0,0
7,0,4,0,0
7,0,5,0,0
7,0,6,19.000000000055934,7.000000000060254
7,0,7,19.874999999598458,8.000000000134605
7,0,8,229.12499999996817,20.000000000118234
7,0,9,0,0
7,0,10,0,0
7,1,1,0,0
7,1,2,0,0
7,1,3,95.625,0
7,1,4,136.3750000000091,50.00000000008913
7,1,5,0,0
7,1,6,0,0
7,1,7,0,0
7,1,8,0,0
7,1,9,0,0
7,1,10,0,0
7,2,1,0,0
7,2,2,0,0
7,2,3,0,0
7,2,4,0,0
7,2,5,0,0
7,2,6,0,0
7,2,7,0,0
7,2,8,0,0
7,2,9,0,0
7,2,10,0,0
7,3,1,0,0
7,3,2,0,0
7,3,3,0,0
7,3,4,0,0
7,3,5,0,0
7,3,6,0,0
7,3,7,0,0
7,3,8,0,0
7,3,9,0,0
7,3,10,0,0
7,4,1,0,0
7,4,2,0,0
7,4,3,0,0
7,4,4,0,0
7,4,5,0,0
7,4,6,0,0
7,4,7,0,0
7,4,8,0,0
7,4,9,0,0
7,4,10,0,0
7,5,1,0,0
7,5,2,0,0
7,5,3,0,0
7,5,4,0,0
7,5,5,0,0
7,5,6,0,0
7,5,7,0,0
7,5,8,0,0
7,5,9,0,0
7,5,10,0,0
7,6,1,0,0
7,6,2,0,0
7,6,3,0,0
7,6,4,0,0
7,6,5,0,0
7,6,6,0,0
7,6,7,0,0
7,6,8,0,0
7,6,9,0,0
7,6,10,0,0
7,7,1,0,0
7,7,2,0,0
7,7,3,0,0
7,7,4,0,0
7,7,5,0,0
7,7,6,0,0
7,7,7,0,0
7,7,8,0,0
7,7,9,0,0
7,7,10,0,0
7,8,1,0,0
7,8,2,0,0
7,8,3,0,0
7,8,4,0,0
7,8,5,13.624999999974534,53.999999999952706
7,8,6,66.37499999987267,11.000000000130967
7,8,7,0,0
7,8,8,0,0
7,8,9,0,0
7,8,10,0,0
7,9,1,0,0
7,9,2,0,0
7,9,3,0,0
7,9,4,0,0
7,9,5,0,0
7,9,6,0,0
7,9,7,74.12500000008731,0
7,9,8,130.87499999999272,0
7,9,9,0.9999999998617568,4.000000000058208
7,9,10,65.50000000005821,34.000000000029104
7,10,1,130.50000000004366,0
7,10,2,0,0
7,10,3,117.99999999975262,10.000000000058208
7,10,4,358.0000000000582,0
7,10,5,52.99999999996362,0
7,10,6,0,0
7,10,7,0,0
7,10,8,0,0
7,10,9,0,0
7,10,10,0,0
7,11,1,0,0
7,11,2,0,0
7,11,3,0,0
7,11,4,0,0
7,11,5,0,0
7,11,6,0,0
7,11,7,0,0
7,11,8,0,0
7,11,9,0,0
7,11,10,0,0
7,12,1,0,0
7,12,2,123.24999999998545,7.999999999934516
7,12,3,216.12500000005093,0
7,12,4,199.625,0
7,12,5,0,0
7,12,6,0,0
7,12,7,0,0
7,12,8,0,0
7,12,9,0,0
7,12,10,0,0
7,13,1,0,0
7,13,2,0,0
7,13,3,0,0
7,13,4,0,0
7,13,5,0,0
7,13,6,0,0
7,13,7,0,0
7,13,8,0,0
7,13,9,0,0
7,13,10,0,0
7,14,1,0,0
7,14,2,0,0
7,14,3,0,0
7,14,4,0,0
7,14,5,0,0
7,14,6,0,0
7,14,7,0,0
7,14,8,0,0
7,14,9,0,0
7,14,10,0,0
7,15,1,0,0
7,15,2,0,0
7,15,3,0,0
7,15,4,0,0
7,15,5,0,0
7,15,6,0,0
7,15,7,0,0
7,15,8,0,0
7,15,9,0,0
7,15,10,0,0
7,16,1,0,0
7,16,2,0,0
7,16,3,0,0
7,16,4,0,0
7,16,5,0,0
7,16,6,0,0
7,16,7,0,0
7,16,8,0,0
7,16,9,0,0
7,16,10,0,0
7,17,1,0,0
7,17,2,0,0
7,17,3,0,0
7,17,4,0,0
7,17,5,0,0
7,17,6,0,0
7,17,7,0,0
7,17,8,0,0
7,17,9,0,0
7,17,10,0,0
7,18,1,0,0
7,18,2,0,0
7,18,3,0,0
7,18,4,0,0
7,18,5,0,0
7,18,6,0,0
7,18,7,0,0
7,18,8,0,0
7,18,9,0,0
7,18,10,0,0
7,19,1,0,0
7,19,2,0,0
7,19,3,0,0
7,19,4,0,0
7,19,5,0,0
7,19,6,0,0
7,19,7,0,0
7,19,8,0,0
7,19,9,0,0
7,19,10,0,0
7,20,1,0,0
7,20,2,0,0
7,20,3,0,0
7,20,4,0,0
7,20,5,0,0
7,20,6,0,0
7,20,7,0,0
7,20,8,0,0
7,20,9,0,0
7,20,10,0,0
7,21,1,0,0
7,21,2,0,0
7,21,3,0,0
7,21,4,0,0
7,21,5,0,0
7,21,6,0,0
7,21,7,0,0
7,21,8,0,0
7,21,9,0,0
7,21,10,0,0
7,22,1,0,0
7,22,2,0,0
7,22,3,0,0
7,22,4,0,0
7,22,5,0,0
7,22,6,0,0
7,22,7,0,0
7,22,8,0,0
7,22,9,0,0
7,22,10,0,0
7,23,1,0,0
7,23,2,0,0
7,23,3,0,0
7,23,4,0,0
7,23,5,0,0
7,23,6,0,0
7,23,7,0,0
7,23,8,0,0
7,23,9,0,0
7,23,10,0,0
